id,rarity rank,background,gender,skin,tattoos,hat,hair,hairColor,clothes,bling,mouth,glass,facial
3875,4017,Green,Female,Shade 2,None,None,Bowl Cut,Platinum,Festival Top,None,None,None,None
3876,81,Orange,Male,Zombie,None,Beanie,Hat,Blonde,Striped Tee,Black Choker,Pipe,Designer Shades,Dapper Stache
3877,506,Mauve,Male,Shade 4,None,Horns,Hat,Brown,White Tee,Pink Choker,Quellazaire,Steampunk Shades,5 o'clock
3878,4477,Pine,Male,Shade 2,None,None,Bowl Cut,Blonde,Shirtless,None,None,None,None
3879,1661,Mauve,Female,Shade 2,None,None,Shoulder Length,Platinum,White Tee,Black Choker,Surgical Mask,Shutter Shades,None
3880,929,Light Purple,Female,Shade 6,None,Beanie,Hat,Platinum,White Tee,Pearl Necklace,Septum Piercing,Steampunk Shades,None
3881,4644,Deco,Male,Shade 5,None,None,Bowl Cut,Brown,Button up,None,None,None,None
3882,2141,Mauve,Female,Shade 2,None,Bucket Hat,Hat,Brown,Turtleneck,None,Pipe,Bridge Piercing,None
3883,1973,Mauve,Female,Shade 4,None,Beanie,Hat,Blonde,Leather Jacket,Gold Cuban,Septum Piercing,None,None
3884,4764,Lavender,Male,Shade 2,None,None,Top Dreads,Black,White Tank,None,None,None,None
3885,2873,Light Purple,Male,Shade 3,None,None,Mullet,Red,Zip Up Hoodie,Silver Cuban,Cigarette,Designer Shades 2,None
3886,1522,Light Purple,Female,Shade 1,None,Forwards Cap,Hat,Blonde,Collard Tee,Silver Cuban,None,Eyepatch,None
3887,1114,Orange,Male,Shade 7,None,Backwards Hat,Hat,Brown,Hoodie,Pink Choker,Cigarette,Future Shades,None
3888,2422,Blue,Female,Shade 6,None,None,Shaggy,Black,White Tank,Gold Cuban,Vape,Designer Shades,None
3889,4004,Lavender,Female,Shade 4,None,None,Top Dreads,Platinum,Festival Top,None,None,None,None
3890,4227,Pink,Female,Shade 5,None,None,Shaggy,Platinum,White Tee,None,None,None,None
3891,2350,Light Purple,Female,Shade 6,None,None,Bowl Cut,Brown,White Tank,Gold Cuban,Cigarette,Silver Piercings,None
3892,661,Pink,Male,Shade 4,None,Horns,Hat,Brown,Collard Tee,Gold Cuban,Cigarette,Sunglasses,Full Goat
3893,1563,Orange,Male,Shade 3,None,None,Top Dreads,Brown,Button up,Black Choker,Cigarette,3D Glasses,Chinstrap
3894,1036,Blue,Female,Shade 5,None,Beanie,Hat,Black,Zip Up Hoodie,Pearl Necklace,Vape,Steampunk Shades,None
3895,3123,Mauve,Female,Shade 3,None,None,Dreads,Blonde,Dress,None,Blunt,Reading Glasses,None
3896,497,Pine,Male,Shade 2,None,Winter Hat,Hat,Brown,Zip Up Hoodie,Pearl Necklace,Wizard Pipe,Sunglasses,Pencil Jaw
3897,1178,Green,Male,Shade 6,None,Trucker Hat,Hat,Black,White Tee,Black Choker,None,Shutter Shades,Dapper Stache
3898,4504,Pink,Male,Shade 1,None,None,Top Dreads,Black,Shirtless,None,None,None,None
3899,3960,Yellow,Male,Shade 7,None,None,Mullet,Red,Shirtless,None,Cigarette,None,None
3900,3003,Blue,Male,Shade 3,None,Sweatband,Hat,Black,Zip Up Hoodie,None,Septum Piercing,None,Chinstrap
3901,829,Green,Male,Shade 4,None,Backwards Hat,Hat,Blonde,Button up,Black Choker,Blunt,Eyepatch,5 o'clock
3902,958,Turquoise,Female,Shade 4,None,Forwards Cap,Hat,Red,Striped Tee,Gold Cuban,Snake Bites,Designer Shades,None
3903,2273,Pine,Female,Shade 4,None,None,Mullet,Brown,Zip Up Hoodie,Silver Cuban,Snake Bites,Eyepatch,None
3904,992,Sand,Male,Shade 1,None,Horns,Hat,Pink,Hawaiian Shirt,None,Surgical Mask,Gold Piercings,Full Goat
3905,2396,Sand,Female,Shade 4,None,None,Mohawk,Red,White Tee,Gold Cuban,Septum Piercing,Sunglasses,None
3906,2705,Green,Male,Shade 1,None,None,Shaggy,Red,Collard Tee,Black Choker,Cigarette,None,Handlebars
3907,3678,Sand,Male,Shade 2,None,None,Shaggy,Red,White Tank,None,Pipe,Eyepatch,None
3908,47,Light Purple,Male,Shade 5,Street Tats,Winter Hat,Hat,Pink,White Tank,Gold Cuban,Wizard Pipe,Sunglasses,Lined Up Soul Patch
3909,367,Yellow,Male,Shade 6,None,Horns,Hat,Black,Ripped Up Tee,Pearl Necklace,Snake Bites,Silver Piercings,Dapper Stache
3910,3750,Orange,Female,Shade 2,None,None,Crew Cut,Blonde,White Tee,Gold Cuban,None,None,None
3911,2231,Pine,Female,Shade 5,None,None,Shoulder Length,Red,Button up,Silver Cuban,Vape,Bridge Piercing,None
3912,475,Sand,Male,Shade 7,None,Forwards Cap,Hat,Brown,Camo Tee,Pearl Necklace,Wizard Pipe,Designer Shades 2,Half Goat
3913,4143,Turquoise,Female,Shade 2,None,None,Mullet,Red,Festival Top,None,None,None,None
3914,1272,Green,Female,Shade 4,None,Horns,Hat,Green,Turtleneck,None,Surgical Mask,Gold Piercings,None
3915,917,Pine,Female,Shade 3,None,Forwards Cap,Hat,Black,Cut Off Sleeves,Gold Cuban,Blunt,Cyborg Glasses,None
3916,2551,Deco,Male,Shade 3,None,None,Shaggy,Blonde,Hoodie,Black Choker,None,Silver Piercings,Stache
3917,3419,Green,Male,Shade 6,None,None,Buzzed Braids,Black,Dirty Tee,None,Snake Bites,Bridge Piercing,None
3918,2676,Blue,Male,Shade 4,None,None,Bowl Cut,Platinum,Hoodie,Silver Cuban,None,Gold Piercings,Pencil Jaw
3919,4075,Mauve,Female,Shade 5,None,None,Top Dreads,Blonde,Festival Top,None,None,None,None
3920,3776,Orange,Male,Shade 6,None,None,Shaggy,Red,Hoodie,None,Snake Bites,None,Pencil Jaw
3921,2648,Mauve,Female,Shade 3,None,None,Dreads,Pink,Leather Jacket,None,Cigarette,Eyepatch,None
3922,4412,Mauve,Female,Shade 5,None,None,Bowl Cut,Red,Zip Up Hoodie,None,None,None,None
3923,3826,Orange,Female,Shade 6,None,None,Shaggy,Red,White Tee,None,None,Designer Shades 2,None
3924,116,Mauve,Male,Zombie,None,Beanie,Hat,Red,Hoodie,Silver Cuban,Blunt,Future Shades,Full Goat
3925,476,Deco,Male,Shade 3,None,Forwards Cap,Hat,Brown,Ripped Up Tee,Pearl Necklace,Wizard Pipe,Reading Glasses,Sideburns
3926,1188,Deco,Male,Shade 7,None,Winter Hat,Hat,Red,Collard Tee,Gold Cuban,None,Future Shades,Handlebars
3927,3273,Blue,Female,Shade 5,None,None,Mohawk,Brown,Turtleneck,None,Pipe,Steampunk Shades,None
3928,3316,Yellow,Female,Shade 7,None,None,Mohawk,Brown,Button up,Silver Cuban,Septum Piercing,None,None
3929,2011,Light Purple,Female,Shade 2,None,None,Dreads,Blonde,White Tee,Pearl Necklace,Vape,Designer Shades,None
3930,867,Green,Male,Shade 5,None,Bucket Hat,Hat,Blonde,Hoodie,Gold Cuban,Blunt,Silver Piercings,Stache
3931,4737,Yellow,Male,Shade 2,None,None,Mullet,Brown,White Tank,None,None,None,None
3932,4636,Turquoise,Male,Shade 7,None,None,Bald,Black,Zip Up Hoodie,None,None,None,None
3933,4028,Yellow,Female,Shade 2,None,None,Mullet,Platinum,Festival Top,None,None,None,None
3934,2649,Orange,Male,Shade 7,None,None,Dreads,Blonde,White Tank,Silver Cuban,Pipe,Gold Piercings,None
3935,3577,Blue,Male,Shade 7,None,None,Mohawk,Brown,Shirtless,None,Vape,Reading Glasses,None
3936,3720,Orange,Male,Shade 6,None,None,Buzzed Braids,Red,Hoodie,None,Cigarette,Designer Shades 2,None
3937,34,Blue,Male,Zombie,None,Winter Hat,Hat,Green,Dirty Tee,Silver Cuban,Quellazaire,Cyborg Glasses,Full Goat
3938,1099,Turquoise,Male,Shade 7,None,Forwards Cap,Hat,Platinum,White Tank,Black Choker,Hay,3D Glasses,None
3939,1706,Blue,Male,Shade 1,None,None,Dreads,Black,Zip Up Hoodie,Black Choker,Septum Piercing,Eyepatch,Handlebars
3940,3799,Mauve,Female,Shade 7,None,None,Dreads,Black,Festival Top,None,Cigarette,None,None
3941,4924,Sand,Male,Shade 6,None,None,Crew Cut,Black,Zip Up Hoodie,None,None,None,None
3942,702,Turquoise,Male,Shade 5,None,Sweatband,Hat,Black,Camo Tee,Black Choker,Cigarette,Gold Piercings,Full Goat
3943,4583,Light Purple,Male,Shade 2,None,None,Bald,Black,Button up,None,None,None,None
3944,2025,Blue,Female,Shade 4,None,None,Spikey,Red,Button up,Silver Cuban,Snake Bites,Silver Piercings,None
3945,1740,Blue,Male,Shade 4,None,None,Bowl Cut,Blonde,Ripped Up Tee,Silver Cuban,Pipe,Eyepatch,Sideburns
3946,4387,Blue,Female,Shade 1,None,None,Mullet,Brown,Hoodie,None,None,None,None
3947,1697,Sand,Male,Shade 7,None,None,Mullet,Black,Camo Tee,Silver Cuban,Septum Piercing,Silver Piercings,Full Goat
3948,1913,Turquoise,Female,Shade 3,None,None,Crew Cut,Platinum,Camo Tee,Gold Cuban,Snake Bites,Silver Piercings,None
3949,4914,Lavender,Male,Shade 1,None,None,Mohawk,Red,White Tank,None,None,None,None
3950,3342,Turquoise,Female,Shade 7,None,None,Buzzed Braids,Blonde,White Tank,None,Septum Piercing,Sunglasses,None
3951,4774,Mauve,Male,Shade 6,None,None,Crew Cut,Blonde,Button up,None,None,None,None
3952,3690,Yellow,Female,Shade 4,None,None,Shaggy,Black,Rags,None,None,Bridge Piercing,None
3953,810,Lavender,Female,Shade 7,None,Cowboy Hat,Hat,Blonde,Striped Tee,Black Choker,Cigarette,Sunglasses,None
3954,4547,Green,Male,Shade 5,None,None,Mullet,Red,Shirtless,None,None,None,None
3955,2054,Mauve,Female,Shade 4,None,Forwards Cap,Hat,Brown,Camo Tee,None,Cigarette,3D Glasses,None
3956,4262,Sand,Female,Shade 6,None,None,Top Dreads,Black,Button up,None,None,None,None
3957,1372,Sand,Male,Shade 5,None,None,Bowl Cut,Red,Cut Off Sleeves,Black Choker,Snake Bites,Reading Glasses,Lined Up Soul Patch
3958,606,Turquoise,Male,Shade 2,None,Winter Hat,Hat,Red,Striped Tee,Pearl Necklace,Cigarette,Eyepatch,5 o'clock
3959,2567,Sand,Female,Shade 1,None,None,Crew Cut,Blonde,Hoodie,Gold Cuban,Vape,Designer Shades 2,None
3960,3467,Mauve,Male,Shade 1,None,None,Bald,Platinum,White Tee,Silver Cuban,Septum Piercing,None,None
3961,625,Sand,Female,Shade 6,None,Forwards Cap,Hat,Blonde,Striped Tee,Pearl Necklace,Snake Bites,Future Shades,None
3962,1683,Deco,Male,Shade 1,None,None,Mullet,Brown,Cut Off Sleeves,Gold Cuban,Vape,Gold Piercings,Sideburns
3963,2637,Pine,Male,Shade 7,None,None,Bald,Platinum,White Tank,Gold Cuban,Vape,Designer Shades 2,None
3964,2514,Yellow,Female,Shade 7,None,None,Bowl Cut,Red,White Tank,Silver Cuban,Blunt,Designer Shades 2,None
3965,834,Sand,Male,Shade 4,None,Backwards Hat,Hat,Brown,White Tee,Gold Cuban,Wizard Pipe,Designer Shades 2,Half Goat
3966,3249,Pink,Female,Shade 5,None,None,Shaggy,Platinum,White Tank,Gold Cuban,Vape,None,None
3967,3928,Orange,Female,Shade 5,None,None,Crew Cut,Black,Hoodie,None,Vape,None,None
3968,3294,Turquoise,Female,Shade 2,None,None,Shoulder Length,Black,Button up,None,Vape,Sunglasses,None
3969,1170,Turquoise,Female,Shade 5,None,Winter Hat,Hat,Brown,White Tee,Gold Cuban,Pipe,Gold Piercings,None
3970,3634,Yellow,Male,Shade 7,None,None,Mullet,Black,White Tee,Silver Cuban,Vape,None,None
3971,4209,Green,Female,Shade 4,None,None,Shoulder Length,Blonde,Zip Up Hoodie,None,None,None,None
3972,615,Turquoise,Male,Shade 7,None,Forwards Cap,Hat,Black,Zip Up Hoodie,Pearl Necklace,Wizard Pipe,Silver Piercings,Sideburns
3973,2198,Pine,Male,Shade 4,None,None,Mohawk,Platinum,Cut Off Sleeves,Pearl Necklace,Surgical Mask,Designer Shades 2,None
3974,3664,Mauve,Male,Shade 4,None,None,Shaggy,Black,Zip Up Hoodie,Gold Cuban,Cigarette,None,None
3975,3535,Light Purple,Female,Shade 3,None,None,Crew Cut,Black,Button up,None,Cigarette,Designer Shades 2,None
3976,4778,Pink,Male,Shade 7,None,None,Shaggy,Brown,Zip Up Hoodie,None,None,None,None
3977,276,Green,Female,Shade 2,None,Horns,Hat,Blue,Dirty Tee,Black Choker,Hydration Pack,Future Shades,None
3978,3697,Light Purple,Male,Shade 1,None,None,Mullet,Platinum,Shirtless,None,Septum Piercing,None,5 o'clock
3979,4346,Turquoise,Female,Shade 2,None,None,Top Dreads,Black,Button up,None,None,None,None
3980,4321,Pink,Female,Shade 4,None,None,Crew Cut,Black,Button up,None,None,None,None
3981,3452,Pine,Male,Shade 1,None,None,Bowl Cut,Black,Shirtless With Tats,None,None,Gold Piercings,Handlebars
3982,4516,Light Purple,Male,Shade 4,None,None,Crew Cut,Blonde,Rags,None,None,None,None
3983,4403,Pine,Female,Shade 1,None,None,Crew Cut,Blonde,Zip Up Hoodie,None,None,None,None
3984,1566,Pink,Female,Shade 7,None,Winter Hat,Hat,Brown,Dress,None,Quellazaire,Future Shades,None
3985,1187,Pine,Female,Shade 6,None,Beanie,Hat,Platinum,Button up,Silver Cuban,Septum Piercing,Reading Glasses,None
3986,1307,Blue,Male,Shade 1,None,Forwards Cap,Hat,Green,Hoodie,None,Pipe,Cyborg Glasses,Sideburns
3987,2227,Sand,Male,Shade 5,None,None,Mohawk,Black,Hoodie,Gold Cuban,Blunt,Steampunk Shades,5 o'clock
3988,288,Orange,Female,Shade 7,None,Bucket Hat,Hat,Green,Camo Tee,Pink Choker,Quellazaire,Gold Piercings,None
3989,1087,Light Purple,Female,Shade 4,None,Beanie,Hat,Platinum,Hoodie,Silver Cuban,Quellazaire,Gold Piercings,None
3990,268,Deco,Male,Shade 4,None,Winter Hat,Hat,Green,Ripped Up Tee,Silver Cuban,Hay,Silver Piercings,Dapper Stache
3991,4765,Turquoise,Male,Shade 2,None,None,Shaggy,Platinum,Zip Up Hoodie,None,None,None,None
3992,1776,Sand,Male,Shade 7,None,None,Bald,Black,White Tee,Gold Cuban,Surgical Mask,Bridge Piercing,5 o'clock
3993,4667,Mauve,Male,Shade 2,None,None,Crew Cut,Platinum,White Tank,None,None,None,None
3994,4293,Deco,Female,Shade 6,None,None,Bowl Cut,Blonde,White Tank,None,None,None,None
3995,199,Pine,Female,Shade 4,Street Tats,Winter Hat,Hat,Brown,Striped Tee,Pearl Necklace,Cigarette,None,None
3996,4338,Blue,Female,Shade 3,None,None,Mullet,Black,Button up,None,None,None,None
3997,1273,Turquoise,Female,Shade 5,None,Horns,Hat,Blue,Turtleneck,None,Cigarette,Cyborg Glasses,None
3998,4518,Turquoise,Female,Shade 2,None,None,Mohawk,Red,White Tee,None,None,None,None
3999,3394,Turquoise,Female,Shade 3,None,None,Shaggy,Red,Hoodie,Gold Cuban,Vape,None,None
4000,3818,Pine,Male,Shade 4,None,None,Bald,Platinum,Turtleneck,None,None,Designer Shades 2,None
4001,2187,Turquoise,Female,Shade 5,None,None,Bowl Cut,Platinum,Cut Off Sleeves,Silver Cuban,Septum Piercing,Reading Glasses,None
4002,2586,Lavender,Male,Shade 3,None,Forwards Cap,Hat,Brown,Turtleneck,None,None,Gold Piercings,Pencil Jaw
4003,2214,Pine,Male,Shade 7,None,Bucket Hat,Hat,Green,Striped Tee,None,Septum Piercing,None,Sideburns
4004,1651,Sand,Male,Shade 3,None,None,Top Dreads,Blonde,Collard Tee,Gold Cuban,Blunt,Gold Piercings,Sideburns
4005,1658,Sand,Male,Shade 1,None,None,Dreads,Black,Collard Tee,Gold Cuban,Pipe,Designer Shades,Full Goat
4006,498,Lavender,Male,Shade 3,None,Backwards Hat,Hat,Platinum,Leather Jacket,Gold Cuban,Vape,3D Glasses,Stache
4007,942,Pink,Female,Shade 1,None,Sweatband,Hat,Platinum,Camo Tee,Gold Cuban,Septum Piercing,Silver Piercings,None
4008,4424,Sand,Female,Shade 2,None,None,Crew Cut,Black,White Tee,None,None,None,None
4009,389,Light Purple,Male,Shade 1,None,Winter Hat,Hat,Blonde,White Tee,Pink Choker,Hydration Pack,Steampunk Shades,Full Goat
4010,2598,Yellow,Female,Shade 3,None,Forwards Cap,Hat,Green,Rags,None,Vape,None,None
4011,3177,Sand,Female,Shade 4,None,None,Mullet,Red,Rags,None,Cigarette,Gold Piercings,None
4012,986,Blue,Male,Shade 2,None,Beanie,Hat,Pink,Leather Jacket,None,Hay,Silver Piercings,Lined Up Soul Patch
4013,4427,Mauve,Female,Shade 7,None,None,Mohawk,Brown,White Tank,None,None,None,None
4014,4383,Blue,Female,Shade 4,None,None,Crew Cut,Brown,Zip Up Hoodie,None,None,None,None
4015,1413,Blue,Male,Shade 7,None,Sweatband,Hat,Brown,Dirty Tee,None,Hydration Pack,Gold Piercings,Handlebars
4016,2639,Light Purple,Male,Shade 1,None,None,Top Dreads,Platinum,White Tank,Gold Cuban,None,Gold Piercings,Pencil Jaw
4017,4974,Yellow,Male,Shade 5,None,None,Mohawk,Black,White Tee,None,None,None,None
4018,1179,Pine,Male,Shade 3,None,Sweatband,Hat,Platinum,Leather Jacket,Gold Cuban,None,Shutter Shades,Half Goat
4019,4185,Light Purple,Female,Shade 6,None,None,Shoulder Length,Brown,Hoodie,None,None,None,None
4020,4686,Pink,Male,Shade 6,None,None,Top Dreads,Red,White Tank,None,None,None,None
4021,641,Light Purple,Female,Shade 6,None,Winter Hat,Hat,Blue,White Tee,Black Choker,Cigarette,Designer Shades 2,None
4022,2870,Blue,Male,Shade 5,None,None,Crew Cut,Blonde,Hoodie,Silver Cuban,Pipe,Reading Glasses,None
4023,3210,Blue,Female,Shade 6,None,None,Shoulder Length,Blonde,Zip Up Hoodie,Gold Cuban,Vape,None,None
4024,236,Mauve,Male,Zombie,None,Beanie,Hat,Brown,White Tank,None,Vape,Bridge Piercing,None
4025,4239,Lavender,Male,Shade 1,None,None,Bald,Red,Shirtless,None,None,None,None
4026,4188,Lavender,Female,Shade 6,None,None,Shoulder Length,Brown,Zip Up Hoodie,None,None,None,None
4027,3378,Blue,Female,Shade 3,None,None,Buzzed Braids,Blonde,Hoodie,None,Quellazaire,Reading Glasses,None
4028,3103,Yellow,Male,Shade 1,None,None,Mullet,Brown,Camo Tee,Silver Cuban,None,Gold Piercings,None
4029,3465,Light Purple,Female,Shade 3,None,None,Dreads,Black,White Tank,None,Pipe,Reading Glasses,None
4030,2451,Sand,Male,Shade 5,None,None,Top Dreads,Platinum,Hoodie,Pearl Necklace,None,Sunglasses,Quarter Goat
4031,4609,Lavender,Male,Shade 2,None,None,Bald,Red,Zip Up Hoodie,None,None,None,None
4032,763,Pink,Female,Shade 2,None,Bucket Hat,Hat,Red,Hawaiian Shirt,Black Choker,Surgical Mask,Designer Shades 2,None
4033,2607,Light Purple,Male,Shade 7,None,None,Mullet,Blonde,Leather Jacket,Gold Cuban,None,Designer Shades 2,Chinstrap
4034,981,Orange,Male,Shade 6,None,Beanie,Hat,Blonde,Hoodie,Silver Cuban,Vape,Steampunk Shades,Handlebars
4035,1318,Turquoise,Male,Shade 5,None,Winter Hat,Hat,Platinum,White Tank,Pearl Necklace,Quellazaire,None,Handlebars
4036,1098,Deco,Female,Shade 5,None,Bucket Hat,Hat,Brown,White Tee,Gold Cuban,Vape,Future Shades,None
4037,4658,Pine,Male,Shade 4,None,None,Mullet,Platinum,Zip Up Hoodie,None,None,None,None
4038,2595,Mauve,Male,Shade 2,None,None,Bald,Red,Cut Off Sleeves,Silver Cuban,Surgical Mask,None,Sideburns
4039,4982,Green,Male,Shade 6,None,None,Mohawk,Blonde,Hoodie,None,None,None,None
4040,3456,Sand,Female,Shade 4,None,None,Mohawk,Black,Button up,None,Vape,Designer Shades,None
4041,4683,Deco,Male,Shade 3,None,None,Bowl Cut,Red,Button up,None,None,None,None
4042,64,Sand,Female,Shade 3,Street Tats,Horns,Hat,Green,Camo Tee,Black Choker,Blunt,Shutter Shades,None
4043,1019,Green,Female,Shade 6,None,Winter Hat,Hat,Brown,Button up,Gold Cuban,Surgical Mask,Bridge Piercing,None
4044,4894,Lavender,Male,Shade 7,None,None,Shaggy,Black,White Tee,None,None,None,None
4045,1996,Mauve,Female,Shade 3,None,None,Dreads,Platinum,Collard Tee,Gold Cuban,Cigarette,Gold Piercings,None
4046,4721,Deco,Male,Shade 3,None,None,Mullet,Brown,White Tank,None,None,None,None
4047,1161,Sand,Male,Shade 7,None,Beanie,Hat,Brown,Leather Jacket,Black Choker,None,Gold Piercings,Pencil Jaw
4048,4719,Yellow,Male,Shade 1,None,None,Bowl Cut,Brown,White Tee,None,None,None,None
4049,4210,Pine,Male,Shade 7,None,None,Bald,Black,Shirtless With Tats,None,None,None,None
4050,2850,Pine,Male,Shade 2,None,None,Top Dreads,Black,White Tank,Black Choker,Blunt,None,Half Goat
4051,3091,Deco,Male,Shade 1,None,Trucker Hat,Hat,Brown,Ripped Up Tee,None,Hydration Pack,None,None
4052,4544,Turquoise,Male,Shade 7,None,None,Crew Cut,Brown,Rags,None,None,None,None
4053,4151,Yellow,Female,Shade 4,None,None,Mohawk,Red,Festival Top,None,None,None,None
4054,3598,Green,Male,Shade 1,None,None,Bowl Cut,Brown,White Tank,Gold Cuban,Pipe,None,None
4055,1576,Yellow,Male,Shade 4,None,None,Top Dreads,Blonde,Camo Tee,Pearl Necklace,Cigarette,Designer Shades 2,Sideburns
4056,1393,Pink,Male,Shade 5,None,None,Crew Cut,Red,Camo Tee,Pearl Necklace,Septum Piercing,Eyepatch,Sideburns
4057,2809,Green,Male,Shade 5,None,None,Top Dreads,Blonde,White Tee,Silver Cuban,Blunt,Designer Shades 2,None
4058,4560,Orange,Male,Shade 6,None,None,Mohawk,Red,Shirtless,None,None,None,None
4059,3677,Pink,Female,Shade 6,None,Beanie,Hat,Red,Turtleneck,None,None,None,None
4060,1189,Pine,Female,Shade 7,None,Forwards Cap,Hat,Red,White Tank,Gold Cuban,Cigarette,Sunglasses,None
4061,2970,Sand,Male,Shade 1,None,None,Mullet,Platinum,Hoodie,None,Surgical Mask,Designer Shades,Sideburns
4062,1038,Green,Female,Shade 3,None,Beanie,Hat,Black,White Tee,Silver Cuban,Hydration Pack,Sunglasses,None
4063,1715,Light Purple,Female,Shade 7,None,None,Dreads,Brown,Leather Jacket,Black Choker,Vape,Sunglasses,None
4064,574,Mauve,Male,Shade 2,None,Cowboy Hat,Hat,Brown,Zip Up Hoodie,Pearl Necklace,Septum Piercing,3D Glasses,Quarter Goat
4065,3570,Deco,Female,Shade 3,None,None,Shaggy,Rainbow,Collard Tee,None,Pipe,None,None
4066,3552,Pine,Male,Shade 7,None,None,Top Dreads,Blonde,Shirtless,None,Vape,Designer Shades 2,None
4067,4839,Orange,Male,Shade 6,None,None,Crew Cut,Brown,Hoodie,None,None,None,None
4068,4624,Sand,Male,Shade 5,None,None,Shaggy,Platinum,Button up,None,None,None,None
4069,2412,Pink,Female,Shade 4,None,None,Dreads,Blonde,Dirty Tee,Pearl Necklace,None,3D Glasses,None
4070,494,Orange,Male,Shade 3,None,Forwards Cap,Hat,Platinum,Dirty Tee,Black Choker,Quellazaire,Gold Piercings,Handlebars
4071,1466,Yellow,Male,Shade 4,None,Backwards Hat,Hat,Platinum,Ripped Up Tee,None,Pipe,3D Glasses,Full Goat
4072,1755,Lavender,Female,Shade 1,None,None,Shaggy,Blonde,Ripped Up Tee,Pearl Necklace,Blunt,Steampunk Shades,None
4073,4548,Green,Male,Shade 7,None,None,Shaggy,Blonde,Shirtless,None,None,None,None
4074,3289,Lavender,Female,Shade 7,None,None,Mullet,Blonde,Festival Top,None,Vape,Designer Shades 2,None
4075,533,Blue,Female,Shade 3,None,Forwards Cap,Hat,Blue,Hoodie,Pearl Necklace,Vape,Gold Piercings,None
4076,4434,Green,Male,Shade 1,None,None,Mullet,Platinum,Rags,None,None,None,None
4077,3302,Yellow,Female,Shade 4,None,None,Shoulder Length,Red,Button up,None,Pipe,Bridge Piercing,None
4078,4810,Light Purple,Male,Shade 4,None,None,Bowl Cut,Red,Hoodie,None,None,None,None
4079,571,Yellow,Female,Shade 6,None,Beanie,Hat,Black,Ripped Up Tee,Bling,Quellazaire,Bridge Piercing,None
4080,3590,Mauve,Female,Shade 2,None,None,Shoulder Length,Brown,Festival Top,None,None,Sunglasses,None
4081,1983,Pink,Female,Shade 3,None,None,Shoulder Length,Black,Dirty Tee,Gold Cuban,Blunt,Gold Piercings,None
4082,129,Green,Male,Shade 2,Emo Lover Tats,Sweatband,Hat,Black,White Tee,Gold Cuban,Septum Piercing,Eyepatch,Quarter Goat
