id,rarity rank,background,gender,skin,tattoos,hat,hair,hairColor,clothes,bling,mouth,glass,facial,nftID
4534,1962,Blue,Male,Shade 7,None,Sweatband,Hat,Brown,Ripped Up Tee,Pink Choker,Vape,None,None,0
4535,4192,Pink,Female,Shade 1,None,None,Shoulder Length,Blonde,Zip Up Hoodie,None,None,None,None,0
4536,4939,Mauve,Male,Shade 7,None,None,Mohawk,Blonde,White Tank,None,None,None,None,3392
4537,3122,Mauve,Female,Shade 5,None,Forwards Cap,Hat,Platinum,White Tank,None,Surgical Mask,None,None,996
4538,1717,Mauve,Female,Shade 7,None,Bucket Hat,Hat,Brown,White Tee,Pink Choker,Cigarette,None,None,0
4539,1025,Pink,Female,Shade 5,None,Winter Hat,Hat,Black,Hoodie,Silver Cuban,Snake Bites,3D Glasses,None,5488
4540,267,Lavender,Male,Shade 1,None,Trucker Hat,Hat,Green,Zip Up Hoodie,Pearl Necklace,Wizard Pipe,Shutter Shades,Quarter Goat,0
4541,1731,Green,Female,Shade 1,None,None,Shaggy,Platinum,Dirty Tee,Pearl Necklace,Blunt,Bridge Piercing,None,0
4542,3226,Lavender,Female,Shade 5,None,None,Shoulder Length,Red,Hoodie,Silver Cuban,Vape,None,None,0
4543,3889,Sand,Female,Shade 5,None,None,Shaggy,Platinum,Zip Up Hoodie,None,Pipe,None,None,3340
4544,1636,Green,Male,Shade 3,None,Beanie,Hat,Platinum,Striped Tee,None,Pipe,Silver Piercings,Handlebars,2458
4545,1377,Sand,Female,Shade 6,None,None,Mohawk,Blonde,Ripped Up Tee,Pink Choker,Hydration Pack,Bridge Piercing,None,2192
4546,117,Yellow,Female,Shade 6,Street Tats,Winter Hat,Hat,Blonde,Dirty Tee,Silver Cuban,Snake Bites,Sunglasses,None,0
4547,3430,Lavender,Male,Shade 3,None,None,Buzzed Braids,Platinum,Shirtless With Tats,None,Septum Piercing,Designer Shades 2,None,2744
4548,918,Yellow,Female,Shade 6,None,Winter Hat,Hat,Red,Hawaiian Shirt,Black Choker,Pipe,Reading Glasses,None,386
4549,908,Mauve,Female,Shade 5,None,Sweatband,Hat,Platinum,Leather Jacket,Silver Cuban,Snake Bites,Designer Shades,None,2683
4550,2537,Yellow,Female,Shade 2,None,None,Shaggy,Red,Button up,Silver Cuban,Pipe,Reading Glasses,None,4154
4551,2954,Deco,Female,Shade 6,None,None,Crew Cut,Brown,Camo Tee,Gold Cuban,Surgical Mask,None,None,0
4552,1843,Pink,Male,Shade 6,None,None,Shaggy,Black,Zip Up Hoodie,Black Choker,Blunt,Eyepatch,Full Goat,4140
4553,3050,Orange,Female,Shade 4,None,None,Buzzed Braids,Black,Hawaiian Shirt,None,Septum Piercing,Bridge Piercing,None,0
4554,687,Light Purple,Male,Shade 4,None,Horns,Hat,Brown,Leather Jacket,Silver Cuban,Pipe,Designer Shades,Sideburns,0
4555,4600,Pink,Male,Shade 7,None,None,Bald,Red,Zip Up Hoodie,None,None,None,None,1636
4556,516,Deco,Female,Shade 3,None,Beanie,Hat,Green,White Tank,Bling,Pipe,Designer Shades 2,None,0
4557,2908,Deco,Male,Shade 6,None,None,Shaggy,Blonde,Collard Tee,None,Blunt,Silver Piercings,Half Goat,3498
4558,1524,Lavender,Male,Shade 1,None,Trucker Hat,Hat,Black,Rags,None,Surgical Mask,Designer Shades 2,Full Goat,0
4559,1088,Orange,Female,Shade 3,None,Forwards Cap,Hat,Blonde,Hoodie,Silver Cuban,Wizard Pipe,Designer Shades,None,0
4560,2696,Lavender,Female,Shade 2,None,None,Bowl Cut,Platinum,Hoodie,Pearl Necklace,None,Silver Piercings,None,891
4561,674,Lavender,Female,Shade 3,None,Cowboy Hat,Hat,Red,Striped Tee,Gold Cuban,Wizard Pipe,Future Shades,None,1247
4562,3033,Pine,Male,Shade 7,None,None,Dreads,Platinum,Hoodie,None,Cigarette,Eyepatch,Quarter Goat,1000
4563,1235,Turquoise,Male,Shade 1,None,Backwards Hat,Hat,Brown,Ripped Up Tee,Gold Cuban,Pipe,Gold Piercings,None,4085
4564,1858,Sand,Male,Shade 6,None,None,Mohawk,Blonde,Hoodie,Gold Cuban,Snake Bites,Shutter Shades,Quarter Goat,409
4565,229,Pink,Female,Shade 6,Lazy Boy Tats,Horns,Hat,Blonde,Zip Up Hoodie,None,Cigarette,3D Glasses,None,0
4566,2852,Sand,Female,Shade 1,None,None,Bowl Cut,Blonde,Hawaiian Shirt,Black Choker,Blunt,None,None,2004
4567,528,Pink,Male,Shade 1,None,Cowboy Hat,Hat,Red,Ripped Up Tee,Gold Cuban,Blunt,Future Shades,Lined Up Soul Patch,0
4568,4370,Orange,Female,Shade 1,None,None,Bowl Cut,Red,Zip Up Hoodie,None,None,None,None,2482
4569,2821,Deco,Female,Shade 7,None,None,Shoulder Length,Brown,Button up,Silver Cuban,None,Eyepatch,None,0
4570,675,Pink,Female,Shade 7,None,Beanie,Hat,Red,Leather Jacket,Pearl Necklace,Snake Bites,Steampunk Shades,None,1426
4571,4608,Orange,Male,Shade 2,None,None,Top Dreads,Platinum,Button up,None,None,None,None,5529
4572,2501,Sand,Female,Shade 1,None,None,Mullet,Red,Button up,Gold Cuban,Vape,Reading Glasses,None,3793
4573,3191,Orange,Female,Shade 4,None,None,Shoulder Length,Black,White Tank,Silver Cuban,Blunt,None,None,2320
4574,816,Pine,Female,Shade 5,None,Forwards Cap,Hat,Black,White Tank,Pearl Necklace,Snake Bites,Cyborg Glasses,None,0
4575,2702,Sand,Male,Shade 3,None,None,Mohawk,Platinum,Zip Up Hoodie,Silver Cuban,None,Bridge Piercing,Sideburns,5008
4576,2337,Green,Female,Shade 4,None,None,Shaggy,Black,Hoodie,Gold Cuban,Quellazaire,Designer Shades,None,1048
4577,1607,Green,Male,Shade 6,None,Horns,Hat,Blonde,Turtleneck,None,Cigarette,Future Shades,Half Goat,419
4578,3968,Pink,Male,Shade 3,None,None,Top Dreads,Platinum,Button up,None,Blunt,None,None,1362
4579,4308,Light Purple,Female,Shade 7,None,None,Crew Cut,Brown,White Tee,None,None,None,None,144
4580,662,Orange,Female,Shade 4,None,Forwards Cap,Hat,Blonde,Leather Jacket,Pink Choker,Cigarette,Future Shades,None,0
4581,4006,Mauve,Male,Shade 7,None,None,Dreads,Black,White Tank,None,Pipe,None,None,1732
4582,3341,Green,Female,Shade 5,None,None,Shaggy,Platinum,Turtleneck,None,Vape,Reading Glasses,None,4975
4583,3481,Light Purple,Male,Shade 1,None,None,Buzzed Braids,Brown,Hawaiian Shirt,None,Blunt,Designer Shades 2,None,5339
4584,3520,Pink,Male,Shade 4,None,None,Crew Cut,Red,Shirtless With Tats,None,Septum Piercing,Reading Glasses,None,993
4585,2465,Orange,Female,Shade 1,None,None,Dreads,Red,White Tee,Silver Cuban,Vape,Designer Shades 2,None,1323
4586,1878,Lavender,Male,Shade 2,None,None,Mohawk,Black,Zip Up Hoodie,Black Choker,Snake Bites,Eyepatch,5 o'clock,2957
4587,4390,Pine,Female,Shade 6,None,None,Shaggy,Blonde,Zip Up Hoodie,None,None,None,None,0
4588,4973,Green,Male,Shade 2,None,None,Crew Cut,Black,Hoodie,None,None,None,None,3739
4589,1629,Yellow,Male,Shade 6,None,None,Bald,Blonde,Zip Up Hoodie,Black Choker,Septum Piercing,Bridge Piercing,Half Goat,0
4590,3257,Deco,Female,Shade 1,None,None,Shaggy,Platinum,White Tank,Gold Cuban,Vape,None,None,0
4591,1052,Lavender,Female,Shade 3,None,Sweatband,Hat,Black,White Tee,Pearl Necklace,Snake Bites,Designer Shades 2,None,3634
4592,1591,Lavender,Male,Shade 7,None,Beanie,Hat,Blonde,Collard Tee,None,Vape,Eyepatch,Lined Up Soul Patch,0
4593,4791,Orange,Male,Shade 2,None,None,Top Dreads,Red,Zip Up Hoodie,None,None,None,None,3176
4594,4347,Light Purple,Female,Shade 1,None,None,Mohawk,Platinum,Hoodie,None,None,None,None,3367
4595,414,Blue,Male,Shade 6,None,Trucker Hat,Hat,Platinum,White Tee,Pearl Necklace,Hydration Pack,Sunglasses,Full Goat,4935
4596,4552,Mauve,Male,Shade 7,None,None,Shaggy,Red,Shirtless,None,None,None,None,2430
4597,2311,Light Purple,Female,Shade 6,None,None,Shaggy,Platinum,Button up,Silver Cuban,Vape,Eyepatch,None,1882
4598,3557,Lavender,Male,Shade 1,None,None,Shaggy,Black,Turtleneck,None,Septum Piercing,Eyepatch,None,0
4599,4756,Mauve,Male,Shade 2,None,None,Crew Cut,Platinum,Hoodie,None,None,None,None,3571
4600,2015,Light Purple,Male,Shade 1,None,Beanie,Hat,Blonde,Hoodie,None,Septum Piercing,Sunglasses,Handlebars,1126
4601,2397,Lavender,Male,Shade 1,None,Sweatband,Hat,Brown,Cut Off Sleeves,None,Blunt,Future Shades,None,3489
4602,1020,Turquoise,Female,Shade 2,None,Bucket Hat,Hat,Black,Dirty Tee,Silver Cuban,Vape,Steampunk Shades,None,1568
4603,4015,Mauve,Female,Shade 6,None,None,Bowl Cut,Platinum,Festival Top,None,None,None,None,1297
4604,4126,Mauve,Female,Shade 4,None,None,Mullet,Blonde,Festival Top,None,None,None,None,2222
4605,4165,Pink,Female,Shade 1,None,None,Shoulder Length,Blonde,Button up,None,None,None,None,506
4606,3661,Blue,Male,Shade 3,None,None,Crew Cut,Black,Hoodie,Silver Cuban,Pipe,None,None,0
4607,409,Mauve,Male,Shade 3,None,Backwards Hat,Hat,Brown,Leather Jacket,Pink Choker,Pipe,Silver Piercings,Half Goat,2365
4608,3743,Orange,Male,Shade 7,None,None,Crew Cut,Red,Hoodie,None,Pipe,Reading Glasses,None,0
4609,3788,Light Purple,Female,Shade 2,None,None,Top Dreads,Brown,Festival Top,None,Blunt,None,None,0
4610,3060,Pink,Male,Shade 2,None,None,Mullet,Platinum,Turtleneck,None,Septum Piercing,Reading Glasses,5 o'clock,2530
4611,303,Yellow,Female,Shade 2,None,Forwards Cap,Hat,Green,Cut Off Sleeves,Bling,Septum Piercing,Shutter Shades,None,0
4612,1301,Mauve,Female,Shade 4,None,Bucket Hat,Hat,Blue,White Tee,None,Hydration Pack,Gold Piercings,None,0
4613,3958,Turquoise,Male,Shade 3,None,None,Shaggy,Brown,Shirtless,None,Pipe,None,None,54
4614,1667,Green,Male,Shade 6,None,Winter Hat,Hat,Pink,Turtleneck,None,Blunt,Cyborg Glasses,None,931
4615,2589,Orange,Male,Shade 2,None,None,Spikey,Brown,Hawaiian Shirt,None,Pipe,Cyborg Glasses,Chinstrap,1813
4616,3307,Deco,Female,Shade 6,None,None,Crew Cut,Red,Festival Top,None,Vape,Designer Shades 2,None,4847
4617,822,Deco,Female,Shade 4,None,Cowboy Hat,Hat,Blonde,Cut Off Sleeves,Black Choker,Pipe,Eyepatch,None,5425
4618,1509,Deco,Female,Shade 4,None,None,Buzzed Braids,Black,Striped Tee,Pearl Necklace,Snake Bites,Silver Piercings,None,0
4619,4228,Pine,Female,Shade 3,None,None,Buzzed Braids,Red,Hoodie,None,None,None,None,0
4620,2062,Turquoise,Female,Shade 3,None,Sweatband,Hat,Platinum,Leather Jacket,None,Septum Piercing,Eyepatch,None,4042
4621,1826,Sand,Male,Shade 2,None,Sweatband,Hat,Black,Turtleneck,None,Cigarette,Sunglasses,Half Goat,3997
4622,694,Green,Male,Shade 2,None,Trucker Hat,Hat,Brown,Ripped Up Tee,Gold Cuban,Pipe,Steampunk Shades,Handlebars,5384
4623,2775,Pink,Male,Shade 5,None,Trucker Hat,Hat,Brown,Cut Off Sleeves,None,Pipe,None,5 o'clock,0
4624,30,Yellow,Male,Shade 5,Street Tats,Sweatband,Hat,Pink,Collard Tee,Bling,Wizard Pipe,Reading Glasses,Pencil Jaw,1198
4625,2078,Light Purple,Male,Shade 1,None,None,Mohawk,Red,Button up,Silver Cuban,Vape,Gold Piercings,Full Goat,736
4626,1279,Pine,Male,Shade 7,None,None,Spikey,Pink,Dirty Tee,Pearl Necklace,Hydration Pack,Designer Shades 2,None,4998
4627,4673,Pink,Male,Shade 3,None,None,Shaggy,Platinum,Zip Up Hoodie,None,None,None,None,0
4628,4703,Pink,Male,Shade 6,None,None,Top Dreads,Brown,Zip Up Hoodie,None,None,None,None,0
4629,376,Blue,Male,Shade 4,None,Cowboy Hat,Hat,Brown,White Tee,Bling,Hay,Reading Glasses,Lined Up Soul Patch,3201
4630,1426,Yellow,Male,Shade 2,None,Forwards Cap,Hat,Blonde,Ripped Up Tee,None,Hydration Pack,Sunglasses,Pencil Jaw,0
4631,368,Deco,Male,Shade 4,None,Forwards Cap,Hat,Green,Zip Up Hoodie,Pearl Necklace,Blunt,Bridge Piercing,Handlebars,0
4632,3813,Mauve,Female,Shade 6,None,None,Shaggy,Blonde,Festival Top,None,Vape,None,None,5632
4633,4506,Lavender,Male,Shade 6,None,None,Shaggy,Brown,Shirtless,None,None,None,None,217
4634,2925,Yellow,Male,Shade 6,None,None,Crew Cut,Platinum,Leather Jacket,None,Blunt,Steampunk Shades,5 o'clock,4982
4635,4436,Deco,Female,Shade 3,None,None,Mullet,Red,Zip Up Hoodie,None,None,None,None,646
4636,4278,Turquoise,Female,Shade 3,None,None,Top Dreads,Platinum,Hoodie,None,None,None,None,123
4637,4986,Turquoise,Male,Shade 6,None,None,Mohawk,Red,Zip Up Hoodie,None,None,None,None,0
4638,1860,Pink,Male,Shade 5,None,Sweatband,Hat,Blonde,Camo Tee,None,Blunt,Designer Shades 2,Sideburns,3235
4639,4682,Pink,Male,Shade 3,None,None,Top Dreads,Blonde,White Tank,None,None,None,None,2543
4640,4111,Blue,Female,Shade 2,None,None,Mullet,Black,Rags,None,None,None,None,2363
4641,1890,Green,Male,Shade 7,None,None,Buzzed Braids,Green,Ripped Up Tee,Gold Cuban,Respirator Mask,None,Pencil Jaw,0
4642,462,Pink,Male,Shade 3,None,Beanie,Hat,Rainbow,Camo Tee,Bling,None,Reading Glasses,Dapper Stache,0
4643,235,Mauve,Male,Alien,None,Backwards Hat,Hat,Black,Cut Off Sleeves,None,None,Designer Shades 2,5 o'clock,0
4644,3871,Lavender,Male,Shade 1,None,None,Crew Cut,Blonde,Zip Up Hoodie,Silver Cuban,None,None,None,2463
4645,3898,Orange,Female,Shade 4,None,None,Shaggy,Blonde,Zip Up Hoodie,None,Septum Piercing,None,None,0
4646,2793,Green,Male,Shade 6,None,None,Buzzed Braids,Platinum,Collard Tee,None,Vape,Bridge Piercing,Half Goat,1575
4647,722,Green,Female,Shade 1,None,Forwards Cap,Hat,Black,Dirty Tee,Black Choker,Hydration Pack,Silver Piercings,None,4141
4648,2847,Pink,Male,Shade 3,None,None,Top Dreads,Brown,Leather Jacket,None,Vape,Steampunk Shades,Sideburns,5419
4649,2540,Turquoise,Male,Shade 1,None,None,Top Dreads,Black,Collard Tee,Gold Cuban,Septum Piercing,Designer Shades,None,3817
4650,232,Pink,Male,Shade 4,Lazy Boy Tats,Cowboy Hat,Hat,Brown,White Tank,Silver Cuban,Cigarette,None,None,5176
4651,255,Green,Male,Shade 2,None,Horns,Hat,Pink,Button up,Pink Choker,Wizard Pipe,Eyepatch,Full Goat,6332
4652,447,Yellow,Male,Shade 5,None,Horns,Hat,Red,White Tee,Pearl Necklace,Hydration Pack,Sunglasses,Sideburns,1076
4653,298,Blue,Male,Shade 1,None,Winter Hat,Hat,Pink,Collard Tee,Black Choker,Quellazaire,Reading Glasses,Quarter Goat,1946
4654,2232,Mauve,Female,Shade 6,None,None,Mullet,Black,Button up,Black Choker,Vape,Silver Piercings,None,327
4655,2155,Sand,Male,Shade 6,None,None,Top Dreads,Blonde,White Tank,Silver Cuban,Blunt,Reading Glasses,Quarter Goat,0
4656,4917,Green,Male,Shade 5,None,None,Mullet,Blonde,Zip Up Hoodie,None,None,None,None,3913
4657,735,Mauve,Male,Shade 7,None,Trucker Hat,Hat,Green,Ripped Up Tee,Bling,Septum Piercing,None,Half Goat,5694
4658,3742,Deco,Female,Shade 4,None,None,Mohawk,Black,Turtleneck,None,None,Steampunk Shades,None,4138
4659,2033,Turquoise,Female,Shade 2,None,Beanie,Hat,Brown,Striped Tee,None,Vape,Future Shades,None,0
4660,740,Deco,Male,Shade 4,None,Forwards Cap,Hat,Black,Camo Tee,Silver Cuban,Wizard Pipe,Designer Shades 2,Handlebars,5444
4661,2408,Mauve,Female,Shade 6,None,None,Crew Cut,Red,Button up,Gold Cuban,Vape,Designer Shades,None,229
4662,4613,Yellow,Male,Shade 2,None,None,Top Dreads,Platinum,Button up,None,None,None,None,0
4663,2613,Blue,Female,Shade 4,None,Bucket Hat,Hat,Brown,Cut Off Sleeves,Gold Cuban,None,None,None,3232
4664,4684,Turquoise,Male,Shade 1,None,None,Shaggy,Platinum,White Tank,None,None,None,None,972
4665,1614,Sand,Male,Shade 3,None,None,Buzzed Braids,Brown,Zip Up Hoodie,Gold Cuban,Quellazaire,3D Glasses,Quarter Goat,5676
4666,1196,Deco,Male,Shade 2,None,Trucker Hat,Hat,Black,Dirty Tee,Black Choker,Hydration Pack,None,Quarter Goat,4943
4667,4359,Mauve,Female,Shade 6,None,None,Bowl Cut,Blonde,White Tee,None,None,None,None,3674
4668,1930,Sand,Female,Shade 3,None,None,Mohawk,Blonde,Cut Off Sleeves,Silver Cuban,Surgical Mask,Steampunk Shades,None,0
4669,1689,Lavender,Female,Shade 6,None,None,Buzzed Braids,Platinum,Button up,Black Choker,Quellazaire,3D Glasses,None,1998
4670,797,Light Purple,Male,Shade 1,None,Beanie,Hat,Blonde,Cut Off Sleeves,Silver Cuban,Cigarette,Eyepatch,Half Goat,2996
4671,50,Sand,Female,Shade 2,Lazy Boy Tats,Sweatband,Hat,Green,White Tank,Bling,Snake Bites,Shutter Shades,None,0
4672,3131,Green,Female,Shade 3,None,None,Shaggy,Red,Turtleneck,None,Quellazaire,Sunglasses,None,0
4673,3368,Pine,Female,Shade 7,None,None,Crew Cut,Brown,Hoodie,Silver Cuban,Pipe,None,None,0
4674,503,Orange,Male,Shade 7,None,Forwards Cap,Hat,Black,Dirty Tee,Black Choker,Quellazaire,Shutter Shades,Quarter Goat,0
4675,2854,Blue,Male,Shade 1,None,None,Buzzed Braids,Blonde,Turtleneck,None,Cigarette,Future Shades,Half Goat,0
4676,1603,Green,Male,Shade 6,None,None,Bald,Platinum,White Tank,Black Choker,Cigarette,Designer Shades,Sideburns,1102
4677,4131,Yellow,Female,Shade 1,None,None,Shaggy,Black,Rags,None,None,None,None,912
4678,1228,Pink,Female,Shade 4,None,Bucket Hat,Hat,Brown,Leather Jacket,Pink Choker,Hay,None,None,2280
4679,2600,Orange,Male,Shade 2,None,None,Top Dreads,Blonde,Striped Tee,None,Hay,Cyborg Glasses,Full Goat,1587
4680,2643,Turquoise,Male,Shade 4,None,None,Buzzed Braids,Brown,Zip Up Hoodie,Pearl Necklace,Quellazaire,None,Handlebars,0
4681,3176,Yellow,Male,Shade 1,None,None,Bald,Platinum,Hoodie,None,Vape,Reading Glasses,5 o'clock,0
4682,1084,Mauve,Male,Shade 2,None,Trucker Hat,Hat,Black,Zip Up Hoodie,Pearl Necklace,Wizard Pipe,Steampunk Shades,None,0
4683,2401,Light Purple,Female,Shade 7,None,Sweatband,Hat,Brown,Hoodie,None,Pipe,Sunglasses,None,1599
4684,4414,Mauve,Female,Shade 5,None,None,Mullet,Blonde,White Tee,None,None,None,None,0
4685,2576,Sand,Female,Shade 4,None,None,Top Dreads,Black,Hoodie,Silver Cuban,Pipe,Designer Shades 2,None,5995
4686,1280,Turquoise,Female,Shade 3,None,Winter Hat,Hat,Red,White Tank,Pink Choker,None,Shutter Shades,None,3377
4687,4494,Turquoise,Female,Shade 4,None,None,Crew Cut,Blonde,Zip Up Hoodie,None,None,None,None,0
4688,3917,Light Purple,Male,Shade 7,None,None,Crew Cut,Platinum,Rags,None,Pipe,None,None,4900
4689,4761,Lavender,Male,Shade 1,None,None,Bowl Cut,Blonde,White Tee,None,None,None,None,5939
4690,365,Orange,Male,Shade 5,None,Bucket Hat,Hat,Green,Hoodie,Silver Cuban,Snake Bites,Future Shades,Half Goat,5822
4691,284,Light Purple,Male,Shade 1,None,Winter Hat,Hat,Pink,Dirty Tee,Gold Cuban,Surgical Mask,Future Shades,Half Goat,6077
4692,597,Green,Female,Shade 3,None,Winter Hat,Hat,Black,Ripped Up Tee,Pink Choker,Cigarette,Cyborg Glasses,None,705
4693,274,Green,Female,Shade 5,None,Bucket Hat,Hat,Pink,Ripped Up Tee,Bling,Snake Bites,Steampunk Shades,None,2715
4694,4792,Pink,Male,Shade 1,None,None,Mullet,Brown,Hoodie,None,None,None,None,3611
4695,3140,Mauve,Male,Shade 2,None,None,Crew Cut,Red,Button up,None,Pipe,Steampunk Shades,Pencil Jaw,0
4696,1224,Blue,Female,Shade 4,None,Winter Hat,Hat,Green,Ripped Up Tee,None,Hay,Bridge Piercing,None,0
4697,2965,Orange,Male,Shade 5,None,None,Bowl Cut,Brown,Turtleneck,None,Cigarette,Gold Piercings,Sideburns,3631
4698,4573,Light Purple,Male,Shade 3,None,None,Bald,Platinum,White Tee,None,None,None,None,0
4699,658,Turquoise,Female,Shade 4,None,Forwards Cap,Hat,Red,Dirty Tee,Pearl Necklace,Hay,Sunglasses,None,0
4700,2683,Green,Male,Shade 4,None,None,Top Dreads,Platinum,Striped Tee,None,Surgical Mask,Sunglasses,Full Goat,2342
4701,1744,Orange,Female,Shade 5,None,Cowboy Hat,Hat,Platinum,Turtleneck,None,Septum Piercing,Cyborg Glasses,None,3341
4702,2759,Pink,Male,Shade 2,None,None,Buzzed Braids,Red,Zip Up Hoodie,Gold Cuban,Vape,Designer Shades 2,None,2148
4703,4465,Green,Female,Shade 5,None,None,Shaggy,Blonde,Zip Up Hoodie,None,None,None,None,283
4704,4816,Yellow,Male,Shade 6,None,None,Shaggy,Red,White Tank,None,None,None,None,2436
4705,4811,Mauve,Male,Shade 5,None,None,Bowl Cut,Brown,Hoodie,None,None,None,None,0
4706,3275,Pine,Female,Shade 6,None,None,Dreads,Brown,Button up,None,Snake Bites,Reading Glasses,None,1248
4707,4119,Blue,Female,Shade 7,None,None,Shaggy,Black,Rags,None,None,None,None,1724
4708,2368,Blue,Male,Shade 2,None,Winter Hat,Hat,Blonde,Leather Jacket,None,Pipe,3D Glasses,None,0
4709,4194,Pink,Female,Shade 7,None,None,Shoulder Length,Red,Zip Up Hoodie,None,None,None,None,601
4710,1805,Blue,Male,Shade 7,None,None,Spikey,Blonde,White Tee,Gold Cuban,Septum Piercing,Designer Shades,Full Goat,1925
4711,2121,Deco,Female,Shade 7,None,Beanie,Hat,Blonde,Leather Jacket,None,Blunt,Bridge Piercing,None,0
4712,4197,Turquoise,Female,Shade 1,None,None,Shoulder Length,Black,Button up,None,None,None,None,0
4713,2283,Lavender,Male,Shade 1,None,None,Top Dreads,Blonde,White Tee,Gold Cuban,Septum Piercing,Designer Shades 2,5 o'clock,3816
4714,3687,Deco,Female,Shade 2,None,None,Buzzed Braids,Red,Turtleneck,None,None,Sunglasses,None,0
4715,3442,Mauve,Female,Shade 1,None,None,Dreads,Red,White Tank,None,Septum Piercing,Reading Glasses,None,2395
4716,4285,Light Purple,Female,Shade 2,None,None,Mohawk,Platinum,White Tee,None,None,None,None,0
4717,85,Turquoise,Male,Shade 5,Street Tats,Forwards Cap,Hat,Black,Striped Tee,Pearl Necklace,Snake Bites,Designer Shades,Quarter Goat,5527
4718,3966,Pink,Male,Shade 2,None,None,Bald,Blonde,White Tank,None,Vape,None,None,0
4719,4226,Light Purple,Male,Shade 5,None,None,Bald,Red,Shirtless,None,None,None,None,4096
4720,1396,Orange,Male,Shade 5,None,None,Buzzed Braids,Blonde,Collard Tee,Black Choker,Blunt,Sunglasses,Half Goat,822
4721,4553,Lavender,Male,Shade 3,None,None,Mohawk,Brown,Shirtless,None,None,None,None,3310
4722,2900,Deco,Male,Shade 3,None,None,Bowl Cut,Red,Turtleneck,None,Cigarette,3D Glasses,Sideburns,6080
4723,4669,Sand,Male,Shade 3,None,None,Bowl Cut,Red,Button up,None,None,None,None,0
4724,2914,Sand,Male,Shade 3,None,None,Top Dreads,Brown,Turtleneck,None,Septum Piercing,Eyepatch,Full Goat,49
4725,2131,Light Purple,Female,Shade 6,None,None,Mullet,Brown,Collard Tee,Gold Cuban,Cigarette,Sunglasses,None,0
4726,2221,Orange,Male,Shade 3,None,None,Bald,Black,White Tee,Gold Cuban,Pipe,Designer Shades 2,5 o'clock,0
4727,1679,Yellow,Male,Shade 3,None,None,Spikey,Platinum,White Tank,Gold Cuban,Blunt,Steampunk Shades,Full Goat,4207
4728,4675,Sand,Male,Shade 3,None,None,Mullet,Platinum,Zip Up Hoodie,None,None,None,None,5980
4729,1485,Pine,Male,Shade 3,None,Winter Hat,Hat,Blonde,Camo Tee,Silver Cuban,Vape,None,Pencil Jaw,5005
4730,3286,Mauve,Female,Shade 7,None,None,Buzzed Braids,Black,Hoodie,None,Snake Bites,Gold Piercings,None,2766
4731,2017,Yellow,Female,Shade 5,None,Winter Hat,Hat,Brown,Button up,None,Wizard Pipe,Eyepatch,None,2580
4732,1692,Pink,Female,Shade 4,None,None,Mullet,Red,Camo Tee,Black Choker,Surgical Mask,Gold Piercings,None,2789
4733,437,Green,Female,Shade 1,None,Horns,Hat,Platinum,Striped Tee,Bling,Hay,Designer Shades 2,None,0
4734,1608,Lavender,Male,Shade 1,None,None,Bowl Cut,Green,Camo Tee,Black Choker,Surgical Mask,Designer Shades 2,None,5065
4735,3986,Pine,Male,Shade 1,None,None,Bald,Red,Hoodie,None,Pipe,None,None,0
4736,12,Lavender,Female,Alien,Lazy Boy Tats,Winter Hat,Hat,Red,Striped Tee,Silver Cuban,Septum Piercing,Sunglasses,None,840
4737,2798,Lavender,Female,Shade 7,None,None,Shaggy,Blonde,Dirty Tee,Gold Cuban,None,Gold Piercings,None,1972
